"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECDE","OECD - Europe","INC_WITHOUT_SHARE","% Incineration without energy recovery","2005","2005","PC","Percentage","0","Units",,,6.95,"E","Estimated value"
"OECDE","OECD - Europe","INC_WITHOUT_SHARE","% Incineration without energy recovery","2010","2010","PC","Percentage","0","Units",,,4.86,"E","Estimated value"
"OECDE","OECD - Europe","INC_WITHOUT_SHARE","% Incineration without energy recovery","2015","2015","PC","Percentage","0","Units",,,3.32,"E","Estimated value"
"OECDE","OECD - Europe","INC_WITHOUT_SHARE","% Incineration without energy recovery","2016","2016","PC","Percentage","0","Units",,,2.23,"E","Estimated value"
"OECDE","OECD - Europe","INC_WITHOUT_SHARE","% Incineration without energy recovery","2017","2017","PC","Percentage","0","Units",,,1.51,"E","Estimated value"
"OECDE","OECD - Europe","INC_SHARE","% Incineration","1995","1995","PC","Percentage","0","Units",,,14.67,"E","Estimated value"
"OECDE","OECD - Europe","INC_SHARE","% Incineration","2000","2000","PC","Percentage","0","Units",,,15.57,"E","Estimated value"
"OECDE","OECD - Europe","INC_SHARE","% Incineration","2005","2005","PC","Percentage","0","Units",,,19.46,"E","Estimated value"
"OECDE","OECD - Europe","INC_SHARE","% Incineration","2010","2010","PC","Percentage","0","Units",,,22.8,"E","Estimated value"
"OECDE","OECD - Europe","INC_SHARE","% Incineration","2015","2015","PC","Percentage","0","Units",,,26.64,"E","Estimated value"
"OECDE","OECD - Europe","INC_SHARE","% Incineration","2016","2016","PC","Percentage","0","Units",,,26.98,"E","Estimated value"
"OECDE","OECD - Europe","INC_SHARE","% Incineration","2017","2017","PC","Percentage","0","Units",,,27.41,"E","Estimated value"
"OECDE","OECD - Europe","LANDF_SHARE","% Landfill","1995","1995","PC","Percentage","0","Units",,,67.09,"E","Estimated value"
"OECDE","OECD - Europe","LANDF_SHARE","% Landfill","2000","2000","PC","Percentage","0","Units",,,58.89,"E","Estimated value"
"OECDE","OECD - Europe","LANDF_SHARE","% Landfill","2005","2005","PC","Percentage","0","Units",,,47.45,"E","Estimated value"
"OECDE","OECD - Europe","LANDF_SHARE","% Landfill","2010","2010","PC","Percentage","0","Units",,,40.25,"E","Estimated value"
"OECDE","OECD - Europe","LANDF_SHARE","% Landfill","2015","2015","PC","Percentage","0","Units",,,31.15,"E","Estimated value"
"OECDE","OECD - Europe","LANDF_SHARE","% Landfill","2016","2016","PC","Percentage","0","Units",,,29.3,"E","Estimated value"
"OECDE","OECD - Europe","LANDF_SHARE","% Landfill","2017","2017","PC","Percentage","0","Units",,,28.5,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1990","1990","KG_HAB","Kilograms per capita","0","Units",,,503.281,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1991","1991","KG_HAB","Kilograms per capita","0","Units",,,508.658,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1992","1992","KG_HAB","Kilograms per capita","0","Units",,,522.137,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1993","1993","KG_HAB","Kilograms per capita","0","Units",,,526.352,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1994","1994","KG_HAB","Kilograms per capita","0","Units",,,527.063,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1995","1995","KG_HAB","Kilograms per capita","0","Units",,,522.625,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1996","1996","KG_HAB","Kilograms per capita","0","Units",,,528.869,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1997","1997","KG_HAB","Kilograms per capita","0","Units",,,537.291,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1998","1998","KG_HAB","Kilograms per capita","0","Units",,,539.845,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","1999","1999","KG_HAB","Kilograms per capita","0","Units",,,546.767,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2000","2000","KG_HAB","Kilograms per capita","0","Units",,,554.285,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2001","2001","KG_HAB","Kilograms per capita","0","Units",,,551.187,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2002","2002","KG_HAB","Kilograms per capita","0","Units",,,554.445,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2003","2003","KG_HAB","Kilograms per capita","0","Units",,,549.46,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2004","2004","KG_HAB","Kilograms per capita","0","Units",,,552.102,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2005","2005","KG_HAB","Kilograms per capita","0","Units",,,550.959,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2006","2006","KG_HAB","Kilograms per capita","0","Units",,,552.523,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2007","2007","KG_HAB","Kilograms per capita","0","Units",,,550.761,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2008","2008","KG_HAB","Kilograms per capita","0","Units",,,541.065,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2009","2009","KG_HAB","Kilograms per capita","0","Units",,,529.338,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,529.604,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2011","2011","KG_HAB","Kilograms per capita","0","Units",,,526.576,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,521.133,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2013","2013","KG_HAB","Kilograms per capita","0","Units",,,518.384,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,519.106,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2015","2015","KG_HAB","Kilograms per capita","0","Units",,,518.717,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,522.339,"E","Estimated value"
"OECD","OECD - Total","MW_CAP","Municipal waste generated per capita","2017","2017","KG_HAB","Kilograms per capita","0","Units",,,519.934,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1990","1990","KG_HAB","Kilograms per capita","0","Units",,,450.055,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1991","1991","KG_HAB","Kilograms per capita","0","Units",,,455.208,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1992","1992","KG_HAB","Kilograms per capita","0","Units",,,458.817,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1993","1993","KG_HAB","Kilograms per capita","0","Units",,,464.987,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1994","1994","KG_HAB","Kilograms per capita","0","Units",,,467.023,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1995","1995","KG_HAB","Kilograms per capita","0","Units",,,475.602,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1996","1996","KG_HAB","Kilograms per capita","0","Units",,,491.301,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1997","1997","KG_HAB","Kilograms per capita","0","Units",,,508.97,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1998","1998","KG_HAB","Kilograms per capita","0","Units",,,511.809,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","1999","1999","KG_HAB","Kilograms per capita","0","Units",,,516.956,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2000","2000","KG_HAB","Kilograms per capita","0","Units",,,525.595,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2001","2001","KG_HAB","Kilograms per capita","0","Units",,,522.296,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2002","2002","KG_HAB","Kilograms per capita","0","Units",,,524.652,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2003","2003","KG_HAB","Kilograms per capita","0","Units",,,514.25,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2004","2004","KG_HAB","Kilograms per capita","0","Units",,,510.432,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2005","2005","KG_HAB","Kilograms per capita","0","Units",,,514.162,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2006","2006","KG_HAB","Kilograms per capita","0","Units",,,516.792,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2007","2007","KG_HAB","Kilograms per capita","0","Units",,,519.372,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2008","2008","KG_HAB","Kilograms per capita","0","Units",,,511.587,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2009","2009","KG_HAB","Kilograms per capita","0","Units",,,505.528,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,500.151,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2011","2011","KG_HAB","Kilograms per capita","0","Units",,,495.866,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,485.249,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2013","2013","KG_HAB","Kilograms per capita","0","Units",,,478.507,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,478.119,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2015","2015","KG_HAB","Kilograms per capita","0","Units",,,479.667,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,490.933,"E","Estimated value"
"OECDE","OECD - Europe","MW_CAP","Municipal waste generated per capita","2017","2017","KG_HAB","Kilograms per capita","0","Units",,,489.224,"E","Estimated value"
"TUR","Turkey","RECYCLING","Recycling","1994","1994","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","1995","1995","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","1996","1996","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","1997","1997","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","1998","1998","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","1999","1999","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2000","2000","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2001","2001","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2002","2002","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2003","2003","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2004","2004","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2005","2005","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2006","2006","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2007","2007","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2008","2008","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2009","2009","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2010","2010","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2011","2011","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2012","2012","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2013","2013","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2014","2014","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","RECYCLING","Recycling","2016","2016","TONNE","Tonnes","3","Thousands",,,2946,,
"TUR","Turkey","RECYCLING","Recycling","2017","2017","TONNE","Tonnes","3","Thousands",,,2982,"E","Estimated value"
"TUR","Turkey","OTH_RECOV","Other recovery","1994","1994","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","1995","1995","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","1996","1996","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","1997","1997","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","1998","1998","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","1999","1999","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2000","2000","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2001","2001","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2002","2002","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2003","2003","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2004","2004","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2005","2005","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2006","2006","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2007","2007","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2008","2008","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2009","2009","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2010","2010","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2011","2011","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2012","2012","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2013","2013","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2014","2014","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2015","2015","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2016","2016","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_RECOV","Other recovery","2017","2017","TONNE","Tonnes","3","Thousands",,,0,,
"TUR","Turkey","OTH_DISP","Other disposal","1994","1994","TONNE","Tonnes","3","Thousands",,,1000,,
"TUR","Turkey","OTH_DISP","Other disposal","1995","1995","TONNE","Tonnes","3","Thousands",,,775,,
"TUR","Turkey","OTH_DISP","Other disposal","1996","1996","TONNE","Tonnes","3","Thousands",,,808,,
"TUR","Turkey","OTH_DISP","Other disposal","1997","1997","TONNE","Tonnes","3","Thousands",,,1009,,
"TUR","Turkey","OTH_DISP","Other disposal","1998","1998","TONNE","Tonnes","3","Thousands",,,761,,
"TUR","Turkey","OTH_DISP","Other disposal","1999","1999","TONNE","Tonnes","3","Thousands",,,606,,
"TUR","Turkey","OTH_DISP","Other disposal","2000","2000","TONNE","Tonnes","3","Thousands",,,563,,
"TUR","Turkey","OTH_DISP","Other disposal","2001","2001","TONNE","Tonnes","3","Thousands",,,445,,
"TUR","Turkey","OTH_DISP","Other disposal","2002","2002","TONNE","Tonnes","3","Thousands",,,418,,
"TUR","Turkey","OTH_DISP","Other disposal","2003","2003","TONNE","Tonnes","3","Thousands",,,487,,
"TUR","Turkey","OTH_DISP","Other disposal","2004","2004","TONNE","Tonnes","3","Thousands",,,257,,
"TUR","Turkey","OTH_DISP","Other disposal","2005","2005","TONNE","Tonnes","3","Thousands",,,331,,
"TUR","Turkey","OTH_DISP","Other disposal","2006","2006","TONNE","Tonnes","3","Thousands",,,317,,
"TUR","Turkey","OTH_DISP","Other disposal","2007","2007","TONNE","Tonnes","3","Thousands",,,248,,
"TUR","Turkey","OTH_DISP","Other disposal","2008","2008","TONNE","Tonnes","3","Thousands",,,287,,
"TUR","Turkey","OTH_DISP","Other disposal","2009","2009","TONNE","Tonnes","3","Thousands",,,203,,
"TUR","Turkey","OTH_DISP","Other disposal","2010","2010","TONNE","Tonnes","3","Thousands",,,178,,
"TUR","Turkey","OTH_DISP","Other disposal","2011","2011","TONNE","Tonnes","3","Thousands",,,170,,
"TUR","Turkey","OTH_DISP","Other disposal","2012","2012","TONNE","Tonnes","3","Thousands",,,138,,
"TUR","Turkey","OTH_DISP","Other disposal","2013","2013","TONNE","Tonnes","3","Thousands",,,136,,
"TUR","Turkey","OTH_DISP","Other disposal","2014","2014","TONNE","Tonnes","3","Thousands",,,20,,
"TUR","Turkey","OTH_DISP","Other disposal","2015","2015","TONNE","Tonnes","3","Thousands",,,15,"n","National estimates"
"TUR","Turkey","OTH_DISP","Other disposal","2016","2016","TONNE","Tonnes","3","Thousands",,,1,,
"TUR","Turkey","OTH_DISP","Other disposal","2017","2017","TONNE","Tonnes","3","Thousands",,,1,"E","Estimated value"
"TUR","Turkey","RECYCLING_SHARE","% Recycling","1994","1994","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","1995","1995","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","1996","1996","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","1997","1997","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","1998","1998","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","1999","1999","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2000","2000","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2001","2001","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2002","2002","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2003","2003","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2004","2004","PC","Percentage","0","Units",,,0,"B","Break"
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2005","2005","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2006","2006","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2007","2007","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2008","2008","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2009","2009","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2010","2010","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2011","2011","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2012","2012","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2013","2013","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2014","2014","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2016","2016","PC","Percentage","0","Units",,,9.328,"B","Break"
"TUR","Turkey","RECYCLING_SHARE","% Recycling","2017","2017","PC","Percentage","0","Units",,,9.328,"E","Estimated value"
"COL","Colombia","MUNICIPAL","Municipal waste generated","2003","2003","TONNE","Tonnes","3","Thousands",,,5289,,
"COL","Colombia","MUNICIPAL","Municipal waste generated","2004","2004","TONNE","Tonnes","3","Thousands",,,6128,,
"COL","Colombia","MUNICIPAL","Municipal waste generated","2005","2005","TONNE","Tonnes","3","Thousands",,,7567,,
"COL","Colombia","MUNICIPAL","Municipal waste generated","2006","2006","TONNE","Tonnes","3","Thousands",,,7580,,
"COL","Colombia","MUNICIPAL","Municipal waste generated","2007","2007","TONNE","Tonnes","3","Thousands",,,9192,,
"COL","Colombia","MUNICIPAL","Municipal waste generated","2008","2008","TONNE","Tonnes","3","Thousands",,,11273,,
"COL","Colombia","MUNICIPAL","Municipal waste generated","2009","2009","TONNE","Tonnes","3","Thousands",,,8980,,
"COL","Colombia","MUNICIPAL","Municipal waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,9686,,
"COL","Colombia","MUNICIPAL","Municipal waste generated","2011","2011","TONNE","Tonnes","3","Thousands",,,8975,,
"COL","Colombia","MUNICIPAL","Municipal waste generated","2015","2015","TONNE","Tonnes","3","Thousands",,,11189,,
"COL","Colombia","TREATMENT","Municipal waste treated","2005","2005","TONNE","Tonnes","3","Thousands",,,7567.05,,
"COL","Colombia","TREATMENT","Municipal waste treated","2006","2006","TONNE","Tonnes","3","Thousands",,,7580.46,,
"COL","Colombia","TREATMENT","Municipal waste treated","2007","2007","TONNE","Tonnes","3","Thousands",,,9191.97,,
"COL","Colombia","TREATMENT","Municipal waste treated","2008","2008","TONNE","Tonnes","3","Thousands",,,11273.44,,
"COL","Colombia","TREATMENT","Municipal waste treated","2009","2009","TONNE","Tonnes","3","Thousands",,,8980.2,,
"COL","Colombia","TREATMENT","Municipal waste treated","2010","2010","TONNE","Tonnes","3","Thousands",,,9686.01,,
"COL","Colombia","TREATMENT","Municipal waste treated","2011","2011","TONNE","Tonnes","3","Thousands",,,8974,,
"COL","Colombia","TREATMENT","Municipal waste treated","2015","2015","TONNE","Tonnes","3","Thousands",,,11189.69,,
"COL","Colombia","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,57.85,,
"COL","Colombia","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,66.09,,
"COL","Colombia","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,224.48,,
"COL","Colombia","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,336.9,,
"COL","Colombia","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,120.44,,
"COL","Colombia","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,69.35,,
"COL","Colombia","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,77,,
"COL","Colombia","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,1221.85,,
"COL","Colombia","DISPOSAL","Disposal operations","2005","2005","TONNE","Tonnes","3","Thousands",,,7509.2,,
"COL","Colombia","DISPOSAL","Disposal operations","2006","2006","TONNE","Tonnes","3","Thousands",,,7514.37,,
"COL","Colombia","DISPOSAL","Disposal operations","2007","2007","TONNE","Tonnes","3","Thousands",,,8967.5,,
"COL","Colombia","DISPOSAL","Disposal operations","2008","2008","TONNE","Tonnes","3","Thousands",,,10936.53,,
"COL","Colombia","DISPOSAL","Disposal operations","2009","2009","TONNE","Tonnes","3","Thousands",,,8859.76,,
"COL","Colombia","DISPOSAL","Disposal operations","2010","2010","TONNE","Tonnes","3","Thousands",,,9616.66,,
"COL","Colombia","DISPOSAL","Disposal operations","2011","2011","TONNE","Tonnes","3","Thousands",,,8897,,
"COL","Colombia","DISPOSAL","Disposal operations","2012","2012","TONNE","Tonnes","3","Thousands",,,8996.12,,
"COL","Colombia","DISPOSAL","Disposal operations","2013","2013","TONNE","Tonnes","3","Thousands",,,9144.46,,
"COL","Colombia","DISPOSAL","Disposal operations","2014","2014","TONNE","Tonnes","3","Thousands",,,9144.63,,
"COL","Colombia","DISPOSAL","Disposal operations","2015","2015","TONNE","Tonnes","3","Thousands",,,9967.84,,
"COL","Colombia","LANDFILL","Landfill","2005","2005","TONNE","Tonnes","3","Thousands",,,5468.14,,
"COL","Colombia","LANDFILL","Landfill","2006","2006","TONNE","Tonnes","3","Thousands",,,6088.6,,
"COL","Colombia","LANDFILL","Landfill","2007","2007","TONNE","Tonnes","3","Thousands",,,8142.24,,
"COL","Colombia","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","Thousands",,,10095.17,,
"COL","Colombia","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","Thousands",,,8274.04,,
"COL","Colombia","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","Thousands",,,9088.87,,
"COL","Colombia","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","Thousands",,,8318,,
"COL","Colombia","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","Thousands",,,7991.63,,
"COL","Colombia","LANDFILL","Landfill","2013","2013","TONNE","Tonnes","3","Thousands",,,8174.04,,
"COL","Colombia","LANDFILL","Landfill","2014","2014","TONNE","Tonnes","3","Thousands",,,8174.17,,
"COL","Colombia","LANDFILL","Landfill","2015","2015","TONNE","Tonnes","3","Thousands",,,9663.19,,
"COL","Colombia","OTH_DISP","Other disposal","2005","2005","TONNE","Tonnes","3","Thousands",,,2041.06,,
"COL","Colombia","OTH_DISP","Other disposal","2006","2006","TONNE","Tonnes","3","Thousands",,,1425.77,,
"COL","Colombia","OTH_DISP","Other disposal","2007","2007","TONNE","Tonnes","3","Thousands",,,825.26,,
"COL","Colombia","OTH_DISP","Other disposal","2008","2008","TONNE","Tonnes","3","Thousands",,,841.36,,
"COL","Colombia","OTH_DISP","Other disposal","2009","2009","TONNE","Tonnes","3","Thousands",,,585.72,,
"COL","Colombia","OTH_DISP","Other disposal","2010","2010","TONNE","Tonnes","3","Thousands",,,527.79,,
"COL","Colombia","OTH_DISP","Other disposal","2011","2011","TONNE","Tonnes","3","Thousands",,,579,,
"COL","Colombia","OTH_DISP","Other disposal","2012","2012","TONNE","Tonnes","3","Thousands",,,1004.49,,
"COL","Colombia","OTH_DISP","Other disposal","2013","2013","TONNE","Tonnes","3","Thousands",,,970.45,,
"COL","Colombia","OTH_DISP","Other disposal","2014","2014","TONNE","Tonnes","3","Thousands",,,970.46,,
"COL","Colombia","OTH_DISP","Other disposal","2015","2015","TONNE","Tonnes","3","Thousands",,,304.65,,
